asset_number,asset_description,manufacturer,model_number,serial_number,facility,department,purchase_date,install_date,support_end_date,operating_system,ip_address,mac_address,device_status,replacement_cost,risk_score
ASSET-003396,Infusion Pumps,Medtronic,MED-8943,FB-22935545,Wood River,Recovery,2018-02-11,2018-02-28,2031-02-12,Windows 10,192.168.50.104,47:35:a6:3c:c6:6c,Active,449485.25,57.87
ASSET-003397,Dehumidifiers,Honeywell,HON-6546,CD-55967577,Elmore,Neuro,2016-04-25,2016-04-26,2031-10-17,,192.168.160.252,,Active,64023.5,74.16
ASSET-003398,Vital Signs Monitors,Edan,EDA-3348,QP-37983045,Twin Falls,Neuro,2018-05-08,2018-05-15,2030-08-28,Embedded Linux,,78:34:6d:ff:c7:f6,Active,304969.57,62.82
ASSET-003399,Microscopes,Olympus,OLY-3049,TM-27451160,Twin Falls,Lab,2021-12-15,2022-01-28,2026-12-24,Custom OS,192.168.120.26,e2:61:67:af:d5:26,Active,319594.13,71.65
ASSET-003400,Ultrasound,Canon,CAN-2263,DG-89701522,North Canyon,Emergency,2018-06-07,2018-06-13,2032-08-15,,,ee:36:c1:64:95:a0,Retired,419719.32,62.85
ASSET-003401,Vital Signs Monitors,GE Healthcare,GE -8725,GJ-36896008,Twin Falls,ICU (Intensive Care),2018-06-08,2018-06-24,2028-11-09,VxWorks,192.168.231.185,73:e2:19:24:43:8f,Loaner,499513.94,64.24
ASSET-003402,Anesthesia Machines,GE Healthcare,GE -9351,HA-76128989,Magic Valley,Lab,2018-02-03,2018-02-24,2029-10-15,Custom OS,192.168.45.125,,Active,216919.41,61.03
ASSET-003403,Dialysis,Nxstage,NXS-3458,RE-74611399,Jerome,Imaging (Radiology),2018-08-14,2018-10-05,2027-09-18,,192.168.10.210,,Active,55804.84,76.33
ASSET-003404,Vital Signs Monitors,Spacelabs,SPA-5104,RT-71560338,Magic Valley,Lab,2023-04-25,2023-06-19,2030-05-27,QNX,192.168.215.140,7d:b9:84:32:d4:cb,Active,283813.37,39.03
ASSET-003405,Anesthesia Machines,Aestiva,AES-3666,NS-85285898,Elmore,OB/GYN,2021-09-21,2021-10-10,2029-06-20,Windows Server 2019,192.168.28.228,b0:c0:79:48:ac:4b,Active,257266.06,46.84
ASSET-003406,Lighting Systems,Surgical Care Industries,SUR-3331,BA-18439763,Wood River,Cardiac Care,2015-03-27,2015-04-24,2028-11-26,,192.168.220.191,ee:78:2c:74:67:37,Active,81287.38,79.93
ASSET-003407,Dehumidifiers,Honeywell,HON-1059,KJ-07379499,North Canyon,Med/Surg,2018-11-26,2018-12-29,2028-06-19,,192.168.180.172,f0:01:29:ec:54:f1,Active,179816.53,79.84
ASSET-003408,Ultrasound,Mindray,MIN-6533,NF-57444107,Elmore,Recovery,2018-07-09,2018-07-25,2028-07-10,Windows 10,192.168.199.21,54:0d:18:5e:2a:0e,Active,211400.03,79.15
ASSET-003409,Cardiac Devices,Medtronic,MED-3190,MD-62654347,Boise,Emergency,2016-01-20,2016-04-10,2027-12-17,,192.168.181.91,b2:b7:5c:0d:42:25,Active,170953.63,81.33
ASSET-003410,Vital Signs Monitors,Spacelabs,SPA-3233,SL-60435983,Jerome,Emergency,2020-11-23,2021-02-15,2030-07-16,QNX,192.168.14.41,,Active,180269.16,45.19
ASSET-003411,Anesthesia Machines,Drager,DRA-1897,LQ-90799658,Boise,OR (Operating Room),2019-11-13,2020-01-19,2026-03-23,Custom OS,192.168.87.15,b7:51:6c:67:a2:f7,Active,60353.51,76.02
ASSET-003412,Ventilators,Puritan Bennett,PUR-9528,RS-83756816,Wood River,OR (Operating Room),2021-12-12,2021-12-25,2027-08-02,Windows 11,192.168.71.1,4a:d9:ef:d5:88:44,Active,358600.7,73.17
ASSET-003413,Defibrillators,Philips,PHI-3475,DQ-43407307,Nampa,Cardiac Care,2022-09-25,2022-10-15,2027-12-22,Windows 11,192.168.134.199,ff:cf:31:41:42:f4,Active,334077.11,57.76
ASSET-003414,Lighting Systems,Steris,STE-2725,ST-76135007,Nampa,ICU (Intensive Care),2016-03-07,2016-05-06,2032-03-17,,192.168.177.214,4f:54:64:ac:ed:87,Active,380599.29,66.23
ASSET-003415,Anesthesia Machines,Mindray,MIN-5036,LK-36922338,Jerome,Cardiac Care,2017-12-17,2018-02-21,2026-06-24,,,57:f3:04:50:82:b9,Active,187575.29,93.26
ASSET-003416,MRI,Siemens,SIE-4501,ET-03369995,Nampa,ICU (Intensive Care),2016-02-20,2016-03-24,2028-02-16,,192.168.61.230,72:2b:08:36:15:ea,Active,80600.9,84.92
ASSET-003417,MRI,Hitachi,HIT-2801,GF-50231265,Nampa,Lab,2015-02-14,2015-04-19,2032-04-02,Windows 10,192.168.253.8,,Active,89254.56,74.37
ASSET-003418,Vital Signs Monitors,Spacelabs,SPA-5712,EJ-73551497,Jerome,Lab,2017-09-23,2017-11-11,2027-07-09,Embedded Linux,192.168.8.87,70:54:4d:77:70:20,Active,250403.44,92.31
ASSET-003419,Patient Monitors,Mindray,MIN-5258,RC-90322347,Eagle,Neuro,2016-08-21,2016-10-04,2031-08-20,Embedded Linux,192.168.13.98,c1:c1:1b:c7:b5:0d,Active,197474.65,73.84
ASSET-003420,Surgical Lights,Welch Allyn,WEL-4705,LM-46950935,Magic Valley,Neuro,2023-05-03,2023-05-09,2028-08-19,,192.168.2.241,bd:d4:d6:1b:6f:a1,Active,94472.93,46.93
ASSET-003421,CT Scanners,Philips,PHI-7091,RJ-57020061,Fruitland,Neuro,2016-08-19,2016-09-25,2028-11-20,Windows Server 2019,192.168.117.80,1c:4c:68:ee:ba:cd,Retired,461551.86,71.2
ASSET-003422,Ventilators,ResMed,RES-5278,RN-13644594,Wood River,Med/Surg,2017-12-25,2018-02-02,2028-12-21,VxWorks,192.168.136.204,b7:75:c5:16:87:67,Active,371052.83,56.12
ASSET-003423,Microscopes,Zeiss,ZEI-9946,ER-12189391,Meridian,Cardiac Care,2023-06-02,2023-07-27,2026-09-15,Embedded Linux,192.168.169.227,,Active,206825.21,60.37
ASSET-003424,Ultrasound,Canon,CAN-3164,FE-06507612,Wood River,Imaging (Radiology),2017-10-16,2017-12-24,2030-11-26,,192.168.159.22,59:5c:67:1f:b4:b1,Retired,85242.83,64.97
ASSET-003425,CT Scanners,Philips,PHI-1823,TM-83056446,Magic Valley,Recovery,2016-09-03,2016-11-29,2030-03-10,,192.168.105.175,03:ad:66:88:f6:b6,Retired,129504.49,68.27
ASSET-003426,Cardiac Devices,LivaNova,LIV-5119,LB-30455559,McCall,Emergency,2020-05-11,2020-07-04,2026-03-27,VxWorks,192.168.178.250,06:35:c5:83:61:b0,Active,41967.69,75.76
ASSET-003427,Cardiac Devices,Biotronik,BIO-3929,RT-26356077,Fruitland,Imaging (Radiology),2015-03-19,2015-04-21,2029-05-14,Embedded Linux,192.168.23.68,9d:6c:82:33:e7:ba,Retired,84406.15,70.5
ASSET-003428,Dialysis,DaVita,DAV-7749,BJ-94332763,North Canyon,Cardiac Care,2019-07-12,2019-08-28,2026-12-07,Windows 11,192.168.173.60,,Active,274998.58,81.55
ASSET-003429,Ultrasound,Canon,CAN-7236,NE-60082369,Elmore,Lab,2022-12-14,2023-03-14,2028-08-09,,,a1:8f:65:f5:7d:bd,Active,62992.68,53.62
ASSET-003430,Anesthesia Machines,Aestiva,AES-5163,QM-69022209,North Canyon,OB/GYN,2019-08-14,2019-11-03,2027-03-16,Embedded Linux,192.168.141.139,a3:4b:5c:39:d1:74,Active,182903.66,89.6
ASSET-003431,MRI,GE Healthcare,GE -5364,QA-50617906,Magic Valley,Imaging (Radiology),2021-10-24,2022-01-11,2029-07-17,QNX,192.168.14.157,2d:88:3b:56:53:a5,Active,490406.52,35.21
ASSET-003432,Microscopes,Leica,LEI-2432,GJ-15120039,North Canyon,Imaging (Radiology),2021-12-10,2022-02-27,2032-03-18,,,,Active,49005.46,37.51
ASSET-003433,CT Scanners,Hitachi,HIT-9327,DN-49076972,Eagle,Recovery,2018-10-05,2018-10-18,2026-02-19,VxWorks,192.168.191.225,,Active,40794.51,86.37
ASSET-003434,Vital Signs Monitors,GE Healthcare,GE -3183,FN-21833391,Elmore,OB/GYN,2015-10-26,2015-12-04,2027-12-16,Embedded Linux,192.168.220.194,,Active,40400.2,86.34
ASSET-003435,Defibrillators,Philips,PHI-5591,CF-92105307,Meridian,ICU (Intensive Care),2021-08-07,2021-10-25,2030-12-10,Embedded Linux,192.168.111.21,,Loaner,383580.13,41.1
ASSET-003436,MRI,Canon,CAN-7204,HQ-26008228,North Canyon,Lab,2016-02-01,2016-04-20,2030-10-23,,192.168.177.161,e8:61:ac:4e:ea:6f,Active,242840.21,65.96
ASSET-003437,Dehumidifiers,Carel,CAR-1014,TL-74270549,Twin Falls,Recovery,2019-12-09,2019-12-27,2031-04-17,Embedded Linux,192.168.62.150,07:fa:3e:6b:d5:a2,Active,341011.03,51.14
ASSET-003438,MRI,GE Healthcare,GE -9609,NG-78872820,Magic Valley,Emergency,2020-05-20,2020-07-15,2030-05-15,,192.168.218.167,50:7b:b7:ab:a4:3c,Active,86843.06,52.11
ASSET-003439,Defibrillators,Philips,PHI-3734,TB-22801269,Fruitland,Neuro,2017-12-22,2018-03-08,2026-02-10,Windows 11,192.168.160.170,5f:8f:59:07:65:32,Active,26639.09,93.71
ASSET-003440,Dehumidifiers,Carel,CAR-2953,EJ-44665895,Fruitland,Emergency,2017-07-11,2017-09-22,2029-11-25,QNX,,a3:46:3c:c9:c4:e8,Retired,79257.75,64.39
ASSET-003441,Dehumidifiers,Condair,CON-9245,QE-76096064,Elmore,ICU (Intensive Care),2019-07-08,2019-08-22,2029-09-28,QNX,192.168.20.112,5c:54:2f:25:c6:57,Active,108429.07,50.22
ASSET-003442,Infusion Pumps,Hospira,HOS-9284,QJ-45257378,Boise,Lab,2023-11-13,2023-12-26,2026-01-13,Embedded Linux,192.168.87.168,fe:ad:32:84:43:66,Active,320644.77,60.85
ASSET-003443,MRI,Hitachi,HIT-7771,JP-77884070,Magic Valley,Imaging (Radiology),2017-06-18,2017-07-03,2028-03-05,Embedded Linux,192.168.150.161,b4:1d:b9:82:b4:55,Active,70017.47,81.3
ASSET-003444,Defibrillators,Stryker,STR-6095,SS-57770612,Nampa,Imaging (Radiology),2015-06-22,2015-08-26,2030-03-26,Custom OS,192.168.227.199,,Active,323525.91,76.64
ASSET-003445,Ventilators,Puritan Bennett,PUR-8738,BE-97284268,Nampa,OB/GYN,2016-12-10,2016-12-18,2030-07-27,VxWorks,192.168.206.102,7e:a4:a8:08:ca:db,Retired,215478.81,71.25
ASSET-003446,Anesthesia Machines,Philips,PHI-2892,AA-82616417,Magic Valley,Recovery,2015-06-16,2015-09-05,2026-04-27,Embedded Linux,192.168.174.43,,Active,214805.02,100.0
ASSET-003447,Vital Signs Monitors,GE Healthcare,GE -4038,NN-53718605,Elmore,ICU (Intensive Care),2021-09-10,2021-10-17,2032-06-11,Custom OS,192.168.51.44,fa:68:ef:36:8f:14,Active,20842.9,44.92
ASSET-003448,Defibrillators,Philips,PHI-2447,RM-88031664,Boise,ICU (Intensive Care),2021-05-21,2021-07-10,2026-03-27,,192.168.36.245,,Active,307766.88,74.45
ASSET-003449,Dialysis,Baxter,BAX-6503,JE-12798312,McCall,Imaging (Radiology),2018-11-24,2018-12-17,2029-04-21,Windows 11,192.168.210.1,ad:2e:2d:29:ce:0e,Loaner,371302.86,58.77
ASSET-003450,MRI,Philips,PHI-5529,CC-85354160,Nampa,OR (Operating Room),2017-08-27,2017-11-02,2026-12-08,Windows 11,192.168.138.228,,Active,105728.07,91.02
ASSET-003451,Vital Signs Monitors,GE Healthcare,GE -2328,DR-98480870,McCall,Emergency,2021-08-21,2021-09-02,2028-01-03,VxWorks,,,Active,36651.96,61.52
ASSET-003452,Microscopes,Olympus,OLY-2081,RQ-08671520,Jerome,OB/GYN,2015-08-23,2015-11-01,2027-06-05,VxWorks,192.168.245.204,fa:47:d3:bc:32:3e,Retired,97400.7,100.0
ASSET-003453,Patient Monitors,Spacelabs,SPA-5293,PT-10740433,Jerome,Emergency,2023-01-09,2023-03-18,2027-11-15,Windows Server 2019,192.168.51.169,69:02:39:99:ee:5b,Active,282048.12,45.43
ASSET-003454,Defibrillators,Zoll,ZOL-9142,PC-95796724,Wood River,Neuro,2017-02-02,2017-03-17,2030-12-08,VxWorks,,c4:a9:40:b7:d2:f1,Active,374846.75,63.72
ASSET-003455,CT Scanners,Siemens,SIE-6939,RB-05110900,Eagle,Emergency,2015-03-25,2015-05-19,2029-12-09,,192.168.202.230,,Active,150931.18,72.55
ASSET-003456,Infusion Pumps,Alaris,ALA-1732,BE-17850205,Wood River,Neuro,2018-08-19,2018-08-27,2027-10-22,,,21:d1:ba:db:ea:66,Active,185084.54,74.3
ASSET-003457,Surgical Lights,Steris,STE-2933,BC-54972392,Wood River,Imaging (Radiology),2020-12-08,2021-02-25,2028-04-06,,,,Active,300695.42,58.83
ASSET-003458,Dehumidifiers,Carel,CAR-1006,JQ-02975997,Elmore,Imaging (Radiology),2019-06-23,2019-07-04,2029-02-19,,192.168.244.208,78:27:a8:75:7a:d2,Active,489322.08,50.32
ASSET-003459,Ventilators,GE Healthcare,GE -6291,JF-53965974,Magic Valley,Cardiac Care,2020-09-22,2020-11-23,2027-08-28,Custom OS,,6f:ce:6a:50:5c:a4,Active,116123.36,81.91
ASSET-003460,Defibrillators,Cardiac Science,CAR-9395,CN-52694204,Elmore,ICU (Intensive Care),2022-11-22,2022-12-21,2028-07-12,Windows 10,192.168.132.124,97:fd:e9:ee:9d:4d,Active,292171.4,56.02
ASSET-003461,Patient Monitors,Spacelabs,SPA-3886,CG-41537405,Boise,ICU (Intensive Care),2022-02-22,2022-03-09,2026-05-06,QNX,192.168.18.143,e6:4a:c2:1e:77:9b,Active,102278.47,72.81
ASSET-003462,Defibrillators,Stryker,STR-1045,QN-37937669,Nampa,Lab,2021-08-08,2021-10-28,2031-04-14,Embedded Linux,192.168.186.113,12:08:34:ea:88:aa,Active,358873.04,42.43
ASSET-003463,Cardiac Devices,Biotronik,BIO-6061,CQ-81608557,Boise,Imaging (Radiology),2023-03-08,2023-03-18,2028-01-08,QNX,192.168.20.141,25:08:51:3f:19:b2,Active,95158.28,53.91
ASSET-003464,Dialysis,Fresenius,FRE-6024,SS-49058496,Twin Falls,Med/Surg,2022-10-12,2023-01-02,2028-07-23,Windows Server 2019,192.168.91.83,,Active,38370.42,50.3
ASSET-003465,Vital Signs Monitors,Mindray,MIN-6559,GL-14499080,Twin Falls,Cardiac Care,2023-07-08,2023-08-16,2028-04-06,Custom OS,192.168.169.7,,Active,442634.98,54.79
ASSET-003466,Microscopes,Nikon,NIK-3883,JL-86240574,Elmore,Recovery,2021-02-20,2021-05-01,2029-03-09,,192.168.124.69,28:87:40:89:6f:a6,Active,397545.48,45.12
ASSET-003467,Vital Signs Monitors,Mindray,MIN-4806,JM-09998632,North Canyon,Med/Surg,2023-04-03,2023-06-13,2028-05-20,Windows Server 2019,192.168.234.233,a3:e6:e3:64:09:df,Active,189952.97,51.37
ASSET-003468,Cardiac Devices,Medtronic,MED-9844,CB-35279111,Boise,Med/Surg,2018-11-10,2018-12-01,2029-10-16,Embedded Linux,192.168.165.197,4f:43:ff:53:8e:2e,Active,447855.58,58.23
ASSET-003469,Patient Monitors,Edan,EDA-8273,TL-85184668,Nampa,Cardiac Care,2017-01-02,2017-03-21,2027-11-23,Embedded Linux,192.168.169.156,03:ff:13:f7:ea:23,Active,50543.75,80.3
ASSET-003470,Ventilators,GE Healthcare,GE -4375,DS-93213596,McCall,Med/Surg,2017-06-12,2017-08-27,2026-06-10,VxWorks,192.168.105.119,,Active,332464.35,92.29
ASSET-003471,Dialysis,Fresenius,FRE-3464,EE-30734800,Jerome,ICU (Intensive Care),2016-01-04,2016-03-16,2031-04-28,,192.168.166.11,48:07:d4:63:ae:fd,Active,461779.56,67.47
ASSET-003472,Microscopes,Zeiss,ZEI-3921,LL-64259720,Meridian,Recovery,2022-03-02,2022-04-30,2027-05-16,QNX,192.168.36.122,84:7e:21:39:f1:5c,Active,119688.79,72.49
ASSET-003473,Cardiac Devices,LivaNova,LIV-3206,EC-48298781,Wood River,Neuro,2022-01-25,2022-02-27,2030-10-07,Embedded Linux,192.168.123.39,,Active,190634.19,41.08
ASSET-003474,Surgical Lights,Steris,STE-7544,NA-47498474,Jerome,Recovery,2022-06-09,2022-06-25,2026-05-24,,192.168.152.114,80:e5:2f:cf:3b:f7,Active,386889.66,65.0
ASSET-003475,MRI,Siemens,SIE-1244,JR-42937178,North Canyon,OR (Operating Room),2016-11-25,2017-01-10,2030-05-12,Windows 10,192.168.52.66,f9:a0:f7:94:d1:fa,Active,192916.61,69.33
ASSET-003476,Lighting Systems,Brüel & Kjaer,BRÜ-9762,LT-21461727,Eagle,Med/Surg,2021-05-12,2021-05-20,2029-02-17,,192.168.185.245,0d:51:00:13:2e:ca,Active,407321.71,43.06
ASSET-003477,Cardiac Devices,Boston Scientific,BOS-6326,PS-04529267,Magic Valley,Neuro,2020-09-25,2020-10-12,2027-07-17,VxWorks,192.168.54.178,,Active,49274.44,77.02
ASSET-003478,Dehumidifiers,Carel,CAR-7567,LK-89798877,Nampa,Cardiac Care,2022-01-06,2022-01-15,2031-08-02,Windows 11,192.168.202.180,da:fe:e7:33:08:5c,Active,479926.8,36.33
ASSET-003479,Cardiac Devices,Abbott,ABB-9318,JA-45847413,Elmore,Imaging (Radiology),2020-02-16,2020-03-24,2028-06-19,,192.168.49.189,04:aa:32:30:a0:46,Active,208947.11,62.38
ASSET-003480,Patient Monitors,Mindray,MIN-3998,PF-19293605,Twin Falls,Emergency,2016-03-12,2016-04-13,2029-09-14,Custom OS,,3c:89:bf:6f:48:1d,Active,316489.63,69.95
ASSET-003481,Cardiac Devices,Abbott,ABB-5522,SA-75193463,Boise,Med/Surg,2018-06-04,2018-07-23,2026-09-10,,192.168.65.94,60:1a:64:df:1f:d8,Active,190193.84,86.42
ASSET-003482,Vital Signs Monitors,Mindray,MIN-1944,HP-12484479,Fruitland,Med/Surg,2021-08-08,2021-11-06,2028-10-01,Windows 11,192.168.50.103,,Active,204222.97,47.36
ASSET-003483,Anesthesia Machines,GE Healthcare,GE -6920,EE-56115686,Jerome,Lab,2021-12-23,2022-02-10,2032-03-22,Embedded Linux,,,Active,317077.47,43.27
ASSET-003484,Infusion Pumps,Alaris,ALA-9016,SA-30706594,Twin Falls,OB/GYN,2020-04-17,2020-06-13,2027-10-17,,,d2:9b:91:6a:76:2d,Active,160140.92,64.89
ASSET-003485,Vital Signs Monitors,Philips,PHI-1339,KH-53160227,Fruitland,OB/GYN,2018-11-16,2019-01-06,2027-05-04,QNX,192.168.138.184,1b:4b:a0:08:fc:a4,Active,111346.55,89.84
ASSET-003486,Anesthesia Machines,GE Healthcare,GE -1207,PF-30372718,Eagle,Recovery,2017-04-22,2017-07-02,2031-09-04,VxWorks,192.168.126.97,98:7d:cb:9d:f2:f6,Active,388873.94,61.96
ASSET-003487,Cardiac Devices,Abbott,ABB-7153,EC-44756311,McCall,Recovery,2021-11-02,2022-01-24,2028-02-05,,192.168.247.6,c3:2c:de:d9:9a:04,Active,137197.73,55.87
ASSET-003488,Infusion Pumps,Hospira,HOS-4586,TB-38078287,Boise,Imaging (Radiology),2023-08-23,2023-10-28,2032-03-21,Embedded Linux,,e0:2c:9d:da:f5:1f,Loaner,383293.72,31.33
ASSET-003489,Dehumidifiers,Condair,CON-5074,LS-66154598,Elmore,Imaging (Radiology),2016-05-16,2016-06-29,2032-03-23,Custom OS,192.168.138.110,5e:49:55:24:f6:1d,Active,480415.58,65.48
ASSET-003490,Surgical Lights,Daray,DAR-1128,SA-66356541,Twin Falls,Recovery,2019-02-06,2019-03-27,2027-09-28,VxWorks,192.168.95.190,,Active,388723.38,72.71
ASSET-003491,Cardiac Devices,Medtronic,MED-2800,ST-28825212,Eagle,Neuro,2021-12-04,2022-02-12,2026-05-15,,,2c:85:e8:28:34:b7,Active,395218.29,68.48
ASSET-003492,Microscopes,Olympus,OLY-8412,SK-66905946,Magic Valley,OB/GYN,2020-05-09,2020-07-09,2029-07-17,Windows Server 2019,,ef:f8:3f:ab:a0:27,Active,337120.97,55.0
ASSET-003493,Dehumidifiers,Honeywell,HON-5476,LE-28828470,Jerome,Cardiac Care,2020-07-10,2020-09-29,2030-04-12,QNX,192.168.19.89,1c:a2:fc:6c:9f:5b,Active,94215.9,54.35
ASSET-003494,Lighting Systems,Surgical Care Industries,SUR-9684,QC-03132988,Meridian,Recovery,2018-02-09,2018-03-11,2026-01-24,Embedded Linux,192.168.142.56,3d:42:80:eb:32:7d,Active,111319.45,90.43
ASSET-003495,Ultrasound,Mindray,MIN-1751,PK-23203668,Elmore,OR (Operating Room),2017-05-08,2017-05-28,2031-01-23,,192.168.26.64,,Active,445145.5,69.53
ASSET-003496,Patient Monitors,Spacelabs,SPA-8645,LF-27786268,Wood River,Imaging (Radiology),2019-11-26,2019-12-05,2028-03-22,,,,Active,269739.29,66.13
ASSET-003497,Lighting Systems,Surgical Care Industries,SUR-2038,AS-72876032,Wood River,ICU (Intensive Care),2018-11-07,2018-12-12,2029-02-09,,192.168.196.243,58:fb:a0:60:87:f2,Active,342174.3,64.55
ASSET-003498,Vital Signs Monitors,Edan,EDA-8139,PF-77834710,Magic Valley,Imaging (Radiology),2018-09-27,2018-11-22,2029-10-15,Windows Server 2019,192.168.242.40,2d:e3:b3:6a:d9:f7,Active,113675.9,64.53
ASSET-003499,Dehumidifiers,Condair,CON-3321,LP-83345573,Fruitland,Lab,2020-09-24,2020-10-03,2026-12-19,Windows Server 2019,192.168.95.105,02:f0:f7:12:5e:22,Active,454351.28,77.59
ASSET-003500,Microscopes,Zeiss,ZEI-2313,LG-23277004,Wood River,Cardiac Care,2023-11-25,2023-12-13,2027-05-22,VxWorks,192.168.32.137,aa:e1:a6:90:60:2c,Active,473761.49,64.95
ASSET-003501,Defibrillators,Cardiac Science,CAR-1276,QH-58597302,Wood River,Med/Surg,2021-09-24,2021-11-22,2030-03-25,Windows 11,192.168.137.44,71:12:09:b3:88:71,Active,410774.53,46.5
ASSET-003502,Ultrasound,GE Healthcare,GE -5334,JB-22857042,North Canyon,Imaging (Radiology),2017-03-09,2017-03-16,2030-07-28,,192.168.6.200,,Loaner,205431.1,60.45
ASSET-003503,Ventilators,GE Healthcare,GE -9632,HQ-25554689,Jerome,Med/Surg,2021-04-17,2021-04-19,2026-04-04,Custom OS,192.168.95.136,18:ec:e7:c6:e3:e1,Active,272243.13,79.77
ASSET-003504,Dialysis,Fresenius,FRE-3366,TC-70411678,North Canyon,Recovery,2023-06-11,2023-07-01,2032-09-22,Windows 11,192.168.130.204,d0:3f:3a:68:b7:a5,Active,146908.71,33.25
ASSET-003505,MRI,Siemens,SIE-6314,NL-59646738,McCall,Neuro,2015-09-28,2015-10-08,2029-12-17,Embedded Linux,192.168.173.39,,Active,473367.55,77.67
ASSET-003506,Infusion Pumps,Alaris,ALA-1030,RH-69044846,Wood River,Lab,2020-04-12,2020-06-23,2032-10-20,Windows Server 2019,192.168.14.7,,Retired,219313.28,45.85
ASSET-003507,Cardiac Devices,LivaNova,LIV-7622,LM-32291248,Magic Valley,Lab,2016-07-13,2016-08-27,2032-04-26,,192.168.9.231,15:05:cc:30:ab:f2,Active,66740.38,66.8
ASSET-003508,Microscopes,Zeiss,ZEI-3566,JL-87700623,Magic Valley,Cardiac Care,2023-03-05,2023-03-28,2029-06-21,,192.168.82.24,51:b8:91:b5:e1:2f,Active,485906.64,39.19
ASSET-003509,Ventilators,Drager,DRA-4584,PA-99426407,Jerome,Med/Surg,2023-07-26,2023-08-04,2030-12-23,VxWorks,192.168.160.128,,Active,247700.86,36.76
ASSET-003510,Ultrasound,Siemens,SIE-5701,HH-89530120,Boise,Neuro,2017-08-10,2017-09-28,2027-09-04,Windows Server 2019,192.168.53.164,0c:19:11:10:cc:59,Active,476534.53,83.0
ASSET-003511,Cardiac Devices,Medtronic,MED-5248,NE-98013871,Meridian,OR (Operating Room),2019-01-13,2019-02-12,2027-05-15,,192.168.6.13,35:cf:94:c3:26:26,Active,348454.65,82.12
ASSET-003512,Microscopes,Olympus,OLY-5112,LT-83356890,Eagle,Lab,2016-12-19,2017-01-26,2028-11-23,Embedded Linux,192.168.27.156,d1:26:c6:ab:89:72,Active,130470.99,69.58
ASSET-003513,Ventilators,VELA,VEL-7851,QJ-10801533,Nampa,Lab,2022-11-25,2023-01-18,2028-10-13,,,bd:6a:aa:40:55:ea,Active,134581.31,35.27
ASSET-003514,MRI,Hitachi,HIT-1763,FS-35670277,North Canyon,Med/Surg,2020-05-12,2020-08-01,2030-11-11,VxWorks,192.168.227.18,dc:98:55:98:7b:5d,Active,278841.9,50.31
ASSET-003515,MRI,GE Healthcare,GE -1105,MQ-71565969,Boise,Emergency,2019-09-27,2019-10-16,2032-01-25,Windows 10,,39:6c:2d:ec:4f:b0,Active,32018.61,58.22
ASSET-003516,Anesthesia Machines,Aisys,AIS-7595,MM-94575959,Twin Falls,Med/Surg,2015-03-17,2015-05-23,2028-09-12,Embedded Linux,192.168.23.89,,Active,131720.42,76.21
ASSET-003517,Dialysis,Gambro,GAM-8047,QD-05536291,North Canyon,Med/Surg,2022-06-27,2022-06-28,2027-07-09,Windows 11,192.168.127.128,18:ef:18:5f:50:eb,Active,285441.39,65.46
ASSET-003518,Patient Monitors,Spacelabs,SPA-8503,MF-48541839,Twin Falls,Recovery,2021-10-07,2021-10-11,2027-12-11,,192.168.93.138,,Active,277459.2,58.1
ASSET-003519,Anesthesia Machines,Drager,DRA-7143,FC-52520788,Twin Falls,Imaging (Radiology),2020-02-17,2020-04-23,2027-09-20,QNX,192.168.5.126,86:74:bd:0b:33:28,Active,367130.02,67.72
ASSET-003520,CT Scanners,GE Healthcare,GE -3772,MR-65119214,Eagle,Emergency,2017-09-28,2017-11-29,2032-06-20,Windows 10,192.168.235.179,e2:f9:38:18:36:7d,Active,222168.28,69.64
ASSET-003521,Anesthesia Machines,GE Healthcare,GE -2604,RN-44520302,Eagle,OB/GYN,2021-03-03,2021-03-30,2028-02-13,Windows Server 2019,,6c:4b:8c:51:4e:9d,Loaner,215691.19,58.31
ASSET-003522,CT Scanners,Siemens,SIE-5896,KB-94730882,Fruitland,OB/GYN,2019-02-20,2019-04-21,2027-08-04,Custom OS,,bd:69:78:47:67:34,Loaner,177153.34,81.58
ASSET-003523,Ultrasound,Mindray,MIN-9701,AF-35321244,Fruitland,Neuro,2022-01-17,2022-03-15,2031-08-09,VxWorks,192.168.98.28,,Active,422237.89,38.8
ASSET-003524,Anesthesia Machines,Aestiva,AES-3509,CF-93634094,Magic Valley,Imaging (Radiology),2016-02-04,2016-03-18,2026-03-25,,,d6:2d:32:98:28:d1,Active,170848.86,100.0
ASSET-003525,Defibrillators,Stryker,STR-9594,LB-18052579,Twin Falls,ICU (Intensive Care),2019-06-27,2019-08-25,2027-04-12,Embedded Linux,192.168.165.82,f5:27:c5:73:9b:88,Active,283617.17,84.47
ASSET-003526,Cardiac Devices,Biotronik,BIO-6656,EL-04794123,Fruitland,Emergency,2018-01-21,2018-02-28,2028-01-27,Custom OS,,,Active,53585.35,70.76
ASSET-003527,Lighting Systems,Brüel & Kjaer,BRÜ-7744,GK-46018911,North Canyon,Imaging (Radiology),2021-02-19,2021-05-15,2026-03-22,Embedded Linux,192.168.226.190,,Active,335256.2,70.45
ASSET-003528,Surgical Lights,Steris,STE-8185,PF-34857133,Twin Falls,ICU (Intensive Care),2019-02-16,2019-03-28,2028-11-27,QNX,192.168.176.86,7e:24:be:f7:25:e3,Active,47882.86,52.67
